year,month,day_endofweek,cityid,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
2022,6,10,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,10,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,10,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,17,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,6,24,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,1,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,8,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,15,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,22,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,7,29,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,8,5,21,.,.,.,.,.,.,.,.,.,.,.,.,.
